loved,posted_count,loved_count,artist_index_mod,site_index_mod,valence,instrumentalness,tagsum,loudness,speechiness,tempo,time_signature,acousticness,danceability,duration,energy,liveness,artist,title,sitename,mediaid
True,0.0269058295964,0.0596193835382,0.0,0.0,0.494126,0.0,3,0.724633498788,0.190141,87.973,4.0,0.002568,0.64303,208.35197,0.862745,0.372882,daviddallas,Til Tomorrow,JayeL Audio Music,11whf
True,0.0134529147982,0.0971282672212,0.0,0.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bobasherroth,Fuck The Money,Hot Biscuits,11zec
True,0.00448430493274,0.0176357558369,1.0,0.75,0.791105,0.001831,5,0.807803301397,0.172805,124.83,4.0,0.004272,0.859573,426.82621,0.712152,0.171678,outkast,Spottieottiedopaliscious,One A Day,120m5
True,0.0,0.0141612487168,0.0,0.0,0.649889,0.0,2,0.774241025049,0.156701,130.065,4.0,0.064816,0.882338,238.2688,0.625439,0.065488,atrak,O Let's Overdo It,First up!,12138
True,0.00448430493274,0.0589613329473,1.0,1.0,0.865418,0.0,3,0.802002770403,0.100301,100.043,4.0,0.012678,0.79577,236.35955,0.781339,0.211025,shwayze,Buzzin' (DJ Skeet Skeet & Cory Nitta Remix),Discobelle,121jz
True,0.0,0.0397199336685,0.0,0.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andre3000featnorahjones,Take off your cool,Avenge the Virgins,121k0
False,0.00896860986547,0.000263220236372,0.0,0.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emmylouharris,Millworker (James Taylor cover),Cover Lay Down,122mx
True,0.0403587443946,0.149377484141,0.7,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thewhitepanda,The Next Starf*cker (Snoop & Dre meet Starfucker),Seattle in High Def,12bjt
True,0.0134529147982,0.0650417204075,0.0,0.0,0.159311,0.000136,3,0.79071915041,0.088265,139.965,4.0,0.02948,0.572629,291.89288,0.808985,0.126605,ceelogreen,What Part Of Forever,the burning ear,12ewk
True,0.00448430493274,0.0878102708536,0.0,0.0,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drakecoldplay,"Forever La Vida (feat. Lil Wayne, Kanye West & Eminem)",Cause=Time,12gbs
True,0.0269058295964,0.192124450528,0.5,1.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eminem,Love the Way You Lie (Feat. Rihanna),AWmusic,12gk7
True,0.0179372197309,0.0699902608513,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brandx,Chillin on the Plane L (M.I.A. x Wale x Lady Gaga),Vacay Wave,12gsj
True,0.0358744394619,0.0414045431813,0.0,0.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,theophiluslondonvsvampireweekend,Give It Up Dad,CHROMEMUSIC,12hca
True,0.0313901345291,0.127609170593,1.0,0.75,0.0,0.0,3,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oasis,Wonderwall (Questions Version),Pigeons and Planes,12kz0
True,0.0,0.0700955489458,1.0,0.583333333333,0.0,0.0,3,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gangstarr,Work,Silence Nogood,12mkz
True,0.0807174887892,0.0932062856992,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fakeblood,I Think I Like It (Tommie Sunshine & Figure EC$TACY edit),Penned Madness,12nm7
True,0.0134529147982,0.00139506725277,1.0,0.5,0.664269,0.431818,5,0.649082304052,0.033679,140.01,4.0,0.400847,0.538488,286.61288,0.830428,0.139869,keegandewitt,Hearts Beat Loud,guerolitomusic,13smw
True,0.00448430493274,0.0381669342739,0.0,0.0,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,professorgreen,Just Be Good To Green (Joker Vocal Remix),Kick Kick Snare,13ymc
True,0.00448430493274,0.0182938064278,0.0,0.0,0.0,0.0,4,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wtf?!deadprez,It's Bigger Than Hip Hop (Sidney Samson Remix),earmilk,140t3
True,0.00896860986547,0.0324813771683,0.0,0.0,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poka,99 style,Delicieuse Musique,1410v
True,0.0,0.0905477613119,0.0,0.0,0.0,0.0,3,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,timgunter,"Ghosts 'N Money feat. Deadmau5, Drake, Birdman and Lil Wayne",musical pairings @ eating/sf,14146
True,0.0,0.0189518570188,0.0,0.0,0.136422,0.237136,2,0.787054138289,0.042378,188.718,3.0,0.00793,0.125534,222.40707,0.797908,0.221251,cassius, I 3 U So,Why FuKK When You Can Dance,143rp
True,0.0448430493274,0.0574346555763,0.0,0.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jayzvsthedapkings,99 Problems (Prince Ballard Royal Edit),Kick Kick Snare,14c8p
True,0.00448430493274,0.0327709194283,1.0,0.545454545455,0.0,0.0,7,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,waitwhat,i gotcha right moves (lupe fiasco vs. onerepublic),Sunset in the Rearview,14d3j
True,0.00896860986547,0.0709904977495,1.0,0.777777777778,0.0,0.0,7,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,waitwhat,got urself an electric gun (nas vs mgmt & justice),the burning ear,14fp8
True,0.0807174887892,0.159406175147,0.0,0.0,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nasa,"Gifted feat. Kanye West, Santogold & Lykke Li",Audio Muffin,14zc9
True,0.0313901345291,0.0491958621779,0.0,0.0,0.0,0.0,4,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,markronsonandthebusinessintl,The Bike Song (feat. Kyle Falconer & Spank Rock),AWmusic,15562
True,0.179372197309,0.361954147035,0.4,0.5,0.682482,0.627938,2,0.81752856978,0.033619,124.044,4.0,0.000129,0.649435,236.53288,0.918216,0.326988,theknocks,Dancing With The Dj,SFCritic,15sj5
True,0.0269058295964,0.203416598668,0.7,0.583333333333,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thewhitepanda,Escape Day 'N' Nite (Kid Cudi // Tiesto),Silence Nogood,1621k
False,0.085201793722,0.167908188782,0.4,0.5,0.801618,0.000128,0,0.732309823387,0.30035,124.032,4.0,0.01571,0.783466,218.69887,0.843438,0.186333,theknocks,Dancing With The DJ (Chiddy Bang Remix),Berkeley Place,1696z
True,0.0493273542601,0.206864783765,0.0,0.0,0.147404,0.000288,3,0.371464850514,0.031718,105.083,4.0,0.003715,0.465509,222.87955,0.262,0.35463,cagetheelephant,Shake Me Down,Richmond Playlist,16hr5
True,0.067264573991,0.0959174541339,0.0,0.0,0.450266,0.005422,1,0.592433337181,0.038787,114.886,4.0,0.972191,0.783575,182.18662,0.371595,0.082732,galapaghost,Never Heard Nothin',the steely stylus,16nnm
True,0.00896860986547,0.00144771130004,1.0,0.5,0.0,0.0,5,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,keegandewitt,Two Hearts (mp3),guerolitomusic,16s1w
True,0.0896860986547,0.594430259798,1.0,0.583333333333,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,elliegoulding,Your Song (Blackmill Dubstep Remix),Silence Nogood,1753q
True,0.0717488789238,0.249427495986,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skrillex,Cat Rats,aerial noise,176za
True,0.313901345291,0.69040035798,0.0,0.0,0.42127,0.0,1,0.464042479511,0.031991,103.394,4.0,0.019935,0.488208,245.05424,0.347232,0.191873,ofmonstersandmen,Little Talks,Meadow Music,179kx
True,0.363228699552,0.071964412624,0.0,0.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beachhouse,I Do Not Care For The Winter Sun,Chromewaves,17a3h
True,0.00896860986547,0.197362533232,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afrojack,Replica (Daft Punk Vs. Yelle Vs. Katy Perry Vs. Bloc Party Vs. Major Lazer),This Bonus Track,17pca
True,0.0,0.0260851254244,0.0,0.0,0.395679,0.668662,2,0.76235137943,0.027189,79.992,4.0,0.037006,0.531086,339.93288,0.702068,0.118367,hidetaketakayama,Sunset Song,Hilly Dilly,17pn7
True,0.0269058295964,0.0959174541339,0.5,0.0,0.605909,0.0,1,0.732252106661,0.177321,170.028,4.0,0.001229,0.639199,196.88444,0.893394,0.390576,hoodieallen,Dreams Up,The Smoking Section,18a02
True,0.0269058295964,0.000500118449106,0.0,0.0,0.0,0.0,3,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,themoondoggies,Track 01,Austin Town Hall,18d25
True,0.188340807175,0.0203732462952,0.0,0.0,0.507679,1e-06,0,0.717216899457,0.029389,82.029,4.0,0.438779,0.587971,132.45497,0.508095,0.135029,odeath,Bugs,SUCKA PANTS,18kgj
True,0.0403587443946,0.131557474139,1.0,0.0,0.432936,0.0,4,0.800761860787,0.246728,92.206,4.0,0.126427,0.542362,220.87955,0.954117,0.090089,lupefiasco,All Black Everything,Fuck yeah! Go team!,1993j
True,0.0403587443946,0.00197415177279,1.0,0.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thedevilwhale,9 Barracudas,The Wheel's Still In Spin,19ad0
True,0.00896860986547,0.000579084520018,0.0,0.0,0.0,0.0,5,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caitlinrose,Shanghai Cigarettes (LaundroMatinee.com session),My Old Kentucky Blog,19mrn
True,0.139013452915,0.00839672554026,1.0,1.0,0.485706,0.0,2,0.77242294817,0.033263,136.057,3.0,0.012802,0.503763,205.58621,0.727474,0.120668,okkervilriver,Wake and Be Fine,Indie Rock Cafe,19p5w
False,0.00896860986547,0.000263220236372,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,southeastengine,Adeline of the Applachian Mountains,Music Savage,1a055
True,0.0896860986547,0.197546787397,0.5,0.0,0.0,0.0,3,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drake,Little Bit (feat. Lykke Li),Totally Twitterpated,1a4xq
True,0.00896860986547,0.000552762496381,1.0,0.0,0.485706,0.0,2,0.77242294817,0.033263,136.057,3.0,0.012802,0.503763,205.58621,0.727474,0.120668,okkervilriver,Wake And Be Fine,Salad Days Music,1a8tr
True,0.0448430493274,0.00147403332368,0.0,0.0,0.44219,0.00136,2,0.577859863789,0.0513,120.014,4.0,0.14373,0.605672,319.07955,0.524796,0.400827,thefelicebrothers,Ponzi,The Key,1aajv
True,0.0582959641256,0.320865468137,1.0,0.5,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xaphoonjones,The Jackson Pit,Oh My Rock,1ab7h
True,0.0179372197309,0.242557447817,0.0,0.0,0.0,0.0,0,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ratatatvsmarvingaye,Ain't No Drugs High Enough The Jane Doze mashup),Cause=Time,1agk1
True,0.0224215246637,0.11463241294,0.0,0.777777777778,0.0,0.0,3,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fosterthepeople,Pumped Up Kicks (The Knocks Remix),the burning ear,1agyw
True,0.0358744394619,0.00271116843463,0.0,0.0,0.763154,0.408191,0,0.806014082881,0.045455,131.795,4.0,2e-06,0.39358,219.35955,0.914954,0.119099,thosedarlins,Be Your Bro,Rollo & Grady,1aq2h
True,0.0134529147982,0.00128977915822,0.0,0.0,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jasonisbellthe400unit,Alabama Pines,ninebullets,1atc2
True,0.00896860986547,0.0759653602169,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,theflavour,Sex on Fire ( Reggae Cover ),Schitz Popinov,1b0e2
True,0.00448430493274,0.0189518570188,0.0,0.0,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dfp,I want you Black-Dimitri From Paris super heavy funk brakes remix,La detente generale,1b63h
True,0.0269058295964,0.00705430233476,1.0,1.0,0.823173,0.000209,5,0.721285928662,0.026761,123.033,4.0,0.030583,0.719613,272.19955,0.726032,0.141282,keegandewitt,Thunder Clatter,The Wounded Jukebox,1b7px
True,0.0582959641256,0.0016319654655,0.0,0.0,0.282628,0.0,2,0.687175343415,0.033156,72.334,4.0,0.71508,0.370122,197.16,0.443061,0.327426,jolieholland,Gold and Yellow,This Is That Song,1b7zm
True,0.0,7.89660709115e-05,0.0,0.0,0.149766,0.108383,2,0.61612605333,0.029459,127.219,4.0,0.674921,0.655719,316.83955,0.436166,0.138119,richardbuckner,Traitor,Hyperbolium,1b90q
True,0.0,0.000447474401832,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anthonydacosta,Boots of Spanish Leather (Bob Dylan Cover),Cover Lay Down,1b93s
True,0.0538116591928,0.594983022295,1.0,0.478260869565,0.0,0.0,3,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kidcudi,Falling Star (R3K Remix),Indie Shuffle,1b9zx
True,0.0,7.89660709115e-05,0.5,0.5,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jasonisbell,Psycho Killer (Talking Heads),Berkeley Place,1ba1n
True,0.0,0.000131610118186,0.5,0.5,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jasonisbell,Into the Mystic (Van Morrison),Berkeley Place,1ba1p
True,0.0,7.89660709115e-05,1.0,1.0,0.746966,6.3e-05,3,0.682933164031,0.041269,89.939,4.0,0.000613,0.535118,170.81288,0.880766,0.113844,ianmcferon,Good Morning (I'm Still Here),Richmond Playlist,1bbds
True,0.0,0.000157932141823,1.0,1.0,0.673398,3e-06,3,0.744834352995,0.031909,74.051,4.0,0.07123,0.677917,209.95955,0.475426,0.110724,ianmcferon,Comfort In The Bottle,Richmond Playlist,1bbdw
True,0.0,0.00018425416546,1.0,1.0,0.38432,0.0,3,0.62042594944,0.058128,90.177,4.0,0.53443,0.635698,209.41288,0.423056,0.123093,ianmcferon,I'll Come Knockin',Richmond Playlist,1bbdx
True,0.0269058295964,0.00147403332368,0.0,0.0,0.382445,0.0,0,0.753636153757,0.033745,88.05,4.0,0.049165,0.553498,232.25288,0.654229,0.12658,theelected,Go For The Throat,Indie For Bunnies,1bbhp
True,0.0269058295964,0.0011318470164,0.333333333333,0.0,0.25304,2.7e-05,0,0.496161837701,0.032284,147.836,4.0,0.757001,0.585361,255.53333,0.207555,0.099253,williamelliottwhitmore,Everything Gets Gone,brooklynvegan,1bbvs
True,0.00448430493274,0.0878102708536,0.0,0.0,0.889986,0.0,3,0.824858594021,0.131081,163.995,4.0,0.122225,0.722512,213.76599,0.890828,0.379443,tinietempah,Till I'm Gone (Feat. Wiz Khalifa),First up!,1bc3v
False,0.0,0.000131610118186,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ryanadams,Dead Flowers (The Rolling Stones cover),Cover Me,1bdk7
False,0.0,0.000131610118186,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ryanadams,Caribbean Queen (Billy Ocean cover),Cover Me,1bdkk
False,0.0,0.000157932141823,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ryanadams,Head Over Heels (Tears For Fears),Largehearted Boy,1bem2
False,0.0,7.89660709115e-05,0.5,0.5,0.0,0.0,2,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jasonisbell,Hey Pocky Way (The Meters),Berkeley Place,1bemj
False,0.0,0.0,0.333333333333,0.0,0.349624,3.1e-05,1,0.621868867598,0.041734,105.021,5.0,0.762659,0.679333,219.30621,0.634115,0.148372,williamelliottwhitmore,run johnny run,captain's dead,1bera
True,0.0,0.000105288094549,0.333333333333,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,williamelliottwhitmore,what u do,captain's dead,1berf
False,0.0,0.000210576189097,0.333333333333,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,williamelliottwhitmore,shotgun,captain's dead,1berk
False,0.0,0.000263220236372,0.0,0.0,0.0,0.0,1,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nekocase,Misfire (Queen cover),Town Full of Losers,1bgn6
True,0.269058295964,0.426285172804,1.0,1.0,0.310838,0.117716,3,0.823271384047,0.182479,135.063,4.0,0.000138,0.633701,314.85333,0.759101,0.126863,metric,Monster Hospital (MSTRKRFT Remix),earmilk,1bp6
True,0.0448430493274,0.00102655892185,1.0,0.0,0.88339,0.015429,0,0.767574743161,0.031206,124.05,4.0,0.028907,0.612371,227.77288,0.751339,0.074372,thedevilwhale,Standing Stones,Tough Customer // Wire,1bptt
False,0.0,0.000236898212735,0.0,0.0,0.0,0.0,3,0.949238139213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mymorningjacket,Movin Away (5.31.11),Troubled Souls Unite,1bx5q
