mediaid,url
2caey,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Better+Off+feat.+Josh+Roa+%26+Bish%C3%B8p&artist=filous&bucket=audio_summary
247x6,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Chin-don-ya&artist=Monster+Rally&bucket=audio_summary
2a1mf,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Let+It+Happen&artist=Tame+Impala&bucket=audio_summary
2c71y,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Downright+feat.+Harriet+Brown+%28Falcon+Punch+Remix%29&artist=Trails+and+Ways&bucket=audio_summary
2capy,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Pain+Told+Love+%28feat.+Kiesza%29&artist=Tribe+Society&bucket=audio_summary
2c8dr,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Sentimental+And+Monday&artist=Holy+Holy&bucket=audio_summary
2cagm,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=I%27ve+Been+Waiting+For+Her&artist=Mac+Demarco&bucket=audio_summary
2c8za,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Need+You+Now+%28Moonlight+Matters+remix%29&artist=Hot+Chip&bucket=audio_summary
2c6pn,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Beautiful+Blue+Sky&artist=Ought&bucket=audio_summary
2ca75,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=The+Knower&artist=Youth+Lagoon&bucket=audio_summary
2c6q3,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Thirstin%27&artist=Jack+J&bucket=audio_summary
2c6b3,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=LOVE+3X+%28RAC+Mix%29&artist=ZZ+Ward&bucket=audio_summary
2c6ye,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Waiting+For+Love+%28Autograf+Remix%29&artist=Avicii&bucket=audio_summary
1753q,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Your+Song+%28Blackmill+Dubstep+Remix%29&artist=Ellie+Goulding&bucket=audio_summary
1b7px,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Thunder+Clatter&artist=Keegan+DeWitt&bucket=audio_summary
2afyr,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Gemini+feat.+George+Maple&artist=What+So+Not&bucket=audio_summary
2c61e,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=La%C3%AFka+%28Hannes+Fischer+Remix%29&artist=Camel+Power+Club&bucket=audio_summary
2c6am,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=If+You+Wanna+Stay+%28The+Rooftop+Boys+Remix%29&artist=The+Griswolds&bucket=audio_summary
2c6s7,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=NIGHTCLUB+AMNESIA&artist=RATATAT&bucket=audio_summary
26fc6,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Two+Bodies+feat.+Emma+Louise+%28Extended+Version%29&artist=Flight+Facilities&bucket=audio_summary
27bhr,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Superstitions&artist=Misun&bucket=audio_summary
2c8mh,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=LET+IT+GROW&artist=Maximum+Balloon+feat+Karen+O+%26+Tunde+Adebimpe&bucket=audio_summary
2c6s3,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Can+We+Work+It+Out&artist=Gordi&bucket=audio_summary
2c8w1,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Rivers&artist=Thomas+Jack&bucket=audio_summary
2c8bm,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Gold+%28Hippie+Sabotage+Remix%29&artist=kiiara&bucket=audio_summary
1agk1,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Ain%27t+No+Drugs+High+Enough+The+Jane+Doze+mashup%29&artist=Ratatat+vs.+Marvin+Gaye&bucket=audio_summary
2c87x,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Summer+%2797+feat.+Muzzy+Bearr&artist=GRiZ&bucket=audio_summary
2c7sr,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Down+For+You+feat.+Alina+Baraz&artist=Ta-ku&bucket=audio_summary
2ap7v,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Cream+on+Chrome&artist=Ratatat&bucket=audio_summary
2c5mc,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Bring+Me+To+Life+%28Radio+Edit%29&artist=MK+feat+Milly+Pye&bucket=audio_summary
2bw9n,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Bang+Bang&artist=Lawrence+Taylor&bucket=audio_summary
2bxam,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=The+Magic+Key+%28LeMarquis+%26+FAB+Remix%29&artist=One+T+%26+Cool+T&bucket=audio_summary
2c8y2,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Impression+Of+You+%28feat.+Patrick+Baker%29&artist=Giraffage+%26+Viceroy&bucket=audio_summary
