loved,posted_count,loved_count,artist_index_mod,speechiness,loudness,tagsum,artist,title,sitename,mediaid,site_index_mod,tagsum_raw
FALSE,0.031390135,0.125345477,0,0.058657,0.838104583,0,lawrencetaylor,Bang Bang,Gobsmag,2bw9n,0,0
TRUE,0.049327354,0.190176621,0.833333333,0.031274,0.746421563,0.25,ratatat,Abrasive,The Wandering Lamb,2bwhp,0.5,2
FALSE,0.125560538,0.039246137,0,0.08788,0.761399053,0,skylarspence,Can't You See,acid stag,2bwjt,0,0
FALSE,0.098654709,0.074122819,0,0.158294,0.700825349,0.125,chetfaker,Bend,Berkeley Place,2bwyg,0.5,1
FALSE,0.022421525,0.031270564,0,0,0.949238139,0.125,onetcoolt,The Magic Key (LeMarquis & FAB Remix),The French Shuffle,2bxam,0,1
FALSE,0.00896861,0.04943276,0,0,0.949238139,0,zeddfeatselenagomez,I Want You To Know (Steve James Remix),Music You Wanna Listen To,2bxcb,0,0
FALSE,0.031390135,0.153088889,0,0,0.949238139,0,jamiexx,Just Saying (Samuel Proffitt Remix),Through The Wire Music,2bxh4,0,0
FALSE,0.107623318,0.416203838,0,0,0.949238139,0,kiiara,Gold,NME,2bxjv,0,0
TRUE,0.295964126,0.145639757,0,0,0.949238139,0,thundercat,Them Changes,Beautiful Buzzz,2by09,0,0
FALSE,0.085201794,0.179121371,0,0,0.949238139,0.25,bagraiders,Vapour Trails,EUPHORIA. Magazine,2by3r,0,2
FALSE,0.031390135,0.056171198,0,0.050128,0.767141868,0,favorednations,Always,Audio Drums,2by5n,0,0
FALSE,0.022421525,0.158537548,0,0,0.949238139,0,aayushidillistone,Diamond Child,Musicgeeks,2bz99,0,0
FALSE,0.004484305,0.257245137,0.333333333,0,0.949238139,0.125,majorlazer,Too Original (KREAM Remix),Never Radio,2bzkc,0.222222222,1
TRUE,0.107623318,0.042746966,0,0.027429,0.79513448,0,compny,Gently Let You Down,Little Indie Blogs,2bzm1,0,0
TRUE,0.02690583,0.016451265,0,0.035446,0.738687522,0.25,dusky,Skin Deep,Y Este Finde Que,2bznk,0,2
FALSE,0.098654709,0.067752889,0,0,0.949238139,0,ironwineandbenbridwell,This Must Be The Place (Naive Melody),Cover Me,2bzr3,0,0
FALSE,0.049327354,0.026953752,0,0.073729,0.705702413,0.125,janetjackson,No Sleeep,Soul Motion,2bzsd,0,1
FALSE,0.040358744,0.025979837,0,0.037004,0.726076417,0.25,shura,White Light (Gabe Gurnsey Factory Floor Remix),DIY,2bzty,0,2
TRUE,0.049327354,0.253296833,0,0,0.949238139,0.375,flightfacilities,Heart Attack feat. Owl Eyes (Snakehips Remix),Abduction Radiation,2bzvm,0,3
TRUE,0.022421525,0.060435366,0,0,0.949238139,0,kehlanigeazyiamsu!andlilb,Champion (Prod. by P-Lo),The Passion of the Weiss,2bzxz,0,0
FALSE,0.02690583,0.022952805,0,0.054351,0.742958559,0.125,moullinex,Take A Chance (Satin Jackets Remix),Y Este Finde Que,2c03e,0,1
FALSE,0.076233184,0.047169066,0,0.032536,0.768498211,0,kaptan,Anywhere We Go,No Country For New Nashville,2c05m,0,0
FALSE,0.022421525,0.020768077,0,0,0.949238139,0,lemon,Better For You,Different Kitchen,2c063,0,0
FALSE,0.022421525,0.096838725,0,0,0.949238139,0,addalfeatlisamay,Morning In Love (Original Mix),Electric Panda Music,2c08j,0,0
TRUE,0.112107623,0.170329815,0,0.07819,0.573906268,0,klyne,Paralyzed,Silver Soundz,2c09d,0,0
FALSE,0.040358744,0.055170962,0,0.090481,0.682817731,0,baile,Matter (feat. Felicia Douglass),Indie Shuffle,2c09y,0,0
TRUE,0.080717489,0.114948277,0,0,0.949238139,0,theinternetmusic,Girl feat. KAYTRANADA,Data Transmission,2c0ae,0,0
FALSE,0.031390135,0.051406912,0,0.045242,0.51162992,0.125,atlasgenius,Molecules,Buzzbands.LA,2c0ff,0,1
FALSE,0.103139013,0.062146298,0,0.046021,0.783879718,0,willjosephcook,Beach,Queen Beetch,2c0vf,0,0
FALSE,0.058295964,0.181858861,0,0,0.949238139,0,lewisdelmar,Loud(y),Le Soundrivin,2c0xq,0,0
FALSE,0.067264574,0.058566503,0,0,0.949238139,0,becomexelohim,She Talks Too Much,First Ear,2c0y2,0,0
TRUE,0.01793722,0.022321076,0,0,0.949238139,0.25,frenchmontana,Gucci Mane (feat. Lil Wayne & Rick Ross) (prod. by Kanye West),Discobelle,2c10q,0,2
FALSE,0.062780269,0.030112395,0,0,0.949238139,0,gibbzmusic,I Found You,CLICK AND LISTEN IT,2c12f,0,0
FALSE,0.053811659,0.069516464,0,0.031169,0.747691331,0.25,flor,warm blood,Oh My Rock,2c135,0,2
FALSE,0.022421525,0.034718749,0,0.121638,0.795365347,0.25,michaelcalfan,Mercy (Original Mix),Inyourspeakers Media,2c14y,0,2
FALSE,0.035874439,0.078097444,0,0.04301,0.766506984,0.125,saintmotel,My Type (Eau Claire Remix),Vocododo,2c15e,0,1
TRUE,0.098654709,0.029901819,0.25,0,0.949238139,0,toroymoi,2Late feat. Kool A.D. and SAFE,acid stag,2c1d3,0.125,0
FALSE,0.062780269,0.018741281,0,0.055046,0.820385548,0,pandabear,Crosswords (Pete Rock Remix),surviving the golden age,2c1g8,0,0
FALSE,0.080717489,0.020083704,0,0,0.949238139,0.125,ills,Keep,I Oh You,2c1kb,0,1
FALSE,0.022421525,0.01145008,0,0,0.949238139,0.125,tuxedo,Without Your Love,The French Shuffle,2c1r6,0,1
TRUE,0.080717489,0.203864073,0,0,0.949238139,0,rÃ_fÃ_s/rÃ_fÃ_sdusol,You Were Right,THUMP,2c1vt,0,0
FALSE,0.013452915,0.123187071,0,0,0.949238139,0,yearsyears,King (Lash Remix),POP ON AND ON,2c221,0,0
FALSE,0.022421525,0.134268643,0,0,0.949238139,0.25,littlegiants,"Lately (Love, Love, Love) (Monsieur Adi Remix)",The French Shuffle,2c228,0,2
FALSE,0.044843049,0.058250638,0,0,0.949238139,0.25,tydolla$ign,BlasÃ© feat. Future & Rae Sremmurd,Pitchfork,2c24a,0,2
FALSE,0.01793722,0.086941644,0,0,0.949238139,0.125,theweeknd,Can't Feel My Face (Keljet Edit),THUMP,2c298,0.2,1
FALSE,0.00896861,0.186333605,0,0,0.949238139,0.25,kendricklamar,i (Carneyval & INSTRUM Remix),Music You Wanna Listen To,2c2a8,0,2
FALSE,0.01793722,0.016530231,0,0,0.949238139,0.25,soma,Uncertain,Different Kitchen,2c2et,0,2
FALSE,0.067264574,0.012897792,0.25,0,0.949238139,0,toroymoi,That Instead of This,Noonday Tune,2c2fa,0.25,0
FALSE,0.00896861,0.088310389,0,0.030685,0.787919889,0.125,sandervandoorn,Ori Tali Ma (LVNDSCAPE Remix),ACIDTED,2c2mh,0,1
FALSE,0.022421525,0.082177358,0,0.128545,0.833227519,0,dillonfrancis,Bruk Bruk (I Need Your Lovin),Waxhole,2c2wx,0,0
FALSE,0.076233184,0.016398621,0,0,0.949238139,0,wavvesxcloudnothings,No Life For Me,DIY,2c321,0,0
FALSE,0.004484305,0.128714696,0,0,0.949238139,0.375,a$aprocky,LSD (Shemce Remix),Dancing Astronaut,2c367,0,3
FALSE,0.049327354,0.057697876,0,0.029396,0.725210666,0,zimmer,Heartbreak Reputation (feat. Polina),Absolute Bassline,2c369,0,0
TRUE,0.013452915,0.108815246,0,0,0.949238139,0.375,alesso,This Summer's Gonna Hurt Like A Mother F****r (Alesso Remix) (Radio Edit),stereogum,2c389,0,3
TRUE,0.022421525,0.081729883,0,0,0.949238139,0.25,robyn,Dancing On My Own (Templeton Remix),Dancing Astronaut,2c3ac,0.3,2
FALSE,0,0.052801979,0,0.326636,0.748932241,0.25,meekmill,R.I.C.O feat. Drake,House of Lords,2c3b0,0,2
FALSE,0,0.005948777,0,0,0.949238139,0,phfatalbairre,Caviar Dreams,Indie Shuffle,2c3hh,0,0
TRUE,0.125560538,0.139796268,0,0.03843,0.462917003,0,jackgarratt,Weathered,ravechild,2c3mc,0,0
TRUE,0.165919283,0.214155984,0,0.079184,0.789391666,0.375,gallant,Weight In Gold,UNCANNY,2c3pf,0,3
FALSE,0.01793722,0.125292833,0,0,0.949238139,0.25,robyn,Call Your Girlfriend (Thero & Taylor Wise Remix) (Feat. Allison Weiss),acid stag,2c3tm,0.125,2
TRUE,0.031390135,0.044510542,0,0,0.949238139,0.25,fettywap,D.A.M DATS ALL ME,Abouttoblow,2c41v,0,2
TRUE,0.103139013,0.253586376,0,0.06916,0.695255685,0.25,ohwonder,Landslide,ALIAT,2c48m,0,2
FALSE,0.058295964,0.09820747,0,0.072985,0.800790719,0.125,safia,Embracing Me,The Record Stache,2c4j9,0,1
FALSE,0.094170404,0.034481851,0,0.057233,0.738456655,0,disclosure,Holding On (Julio Bashmore's Elevated Mix),strictlysocial,2c5m5,0,0
FALSE,0.01793722,0.04045695,0,0,0.949238139,0,mkfeatmillypye,Bring Me To Life (Radio Edit),Indie Shuffle,2c5mc,0,0
FALSE,0.058295964,0.234055434,0,0,0.949238139,0,lÃ¨on,Tired of Talking,Skeletory,2c5rg,0,0
FALSE,0.00896861,0.07999263,0,0,0.949238139,0,camelpowerclub,LaÃ¯ka (Hannes Fischer Remix),Audio Aquarium,2c61e,0,0
TRUE,0.01793722,0.138664421,0,0.051962,0.863471084,0.125,thegriswolds,If You Wanna Stay (The Rooftop Boys Remix),Write.Click.Cook.Listen ,2c6am,0,1
FALSE,0.053811659,0.146218841,0,0,0.949238139,0.125,zzward,LOVE 3X (RAC Mix),MCL: Musique au Claire de Lune,2c6b3,0,1
TRUE,0.004484305,0.10731489,0,0,0.949238139,0.125,spada,Catchfire (Sun Sun Sun) (EDX's Miami Sunset Remix),Dancing Astronaut,2c6eb,0,1
FALSE,0.156950673,0.023847753,0,0.025885,0.76304398,0.125,ought,Beautiful Blue Sky,Overblown Webzine,2c6pn,0,1
FALSE,0.01793722,0.007185912,0,0.043813,0.604957867,0,jackj,Thirstin',ERRANT,2c6q3,0,0
FALSE,0.139013453,0.126503646,0,0.047138,0.664088653,0,chinah,away from me,Musicgeeks,2c6q7,0,0
FALSE,0.076233184,0.074254429,0,0.043386,0.777444303,0,gordi,Can We Work It Out,art felicis,2c6s3,0,0
TRUE,0.040358744,0.127767103,0.833333333,0.086111,0.776405402,0.25,ratatat,NIGHTCLUB AMNESIA,We All Want Someone To Shout For,2c6s7,0.5,2
TRUE,0.031390135,0.225711353,0,0.053732,0.79213321,0.25,avicii,Waiting For Love (Autograf Remix),West Coast Fix,2c6ye,0,2
FALSE,0.080717489,0.091679608,0,0.043154,0.728154219,0.125,laurel,Blue Blood,Kick Kick Snare,2c718,0,1
FALSE,0.035874439,0.053249454,0,0,0.949238139,0,trailsandways,Downright feat. Harriet Brown (Falcon Punch Remix),Remy's Music & Film Blog,2c71y,0,0
TRUE,0.040358744,0.046458372,0,0,0.949238139,0,cln,Found,Queen Beetch,2c73k,0,0
FALSE,0.013452915,0.034718749,0,0,0.949238139,0.25,babybash,"Baby, I'm Back feat. Akon (Christofi Remix)",Kick Kick Snare,2c74b,0,2
FALSE,0.02690583,0.062014688,0,0,0.949238139,0,lane8,Undercover feat. Matthew Dear,The Mahogany Blog,2c7mp,0,0
TRUE,0.121076233,0.05164381,0.25,0,0.949238139,0,toroymoi,Pitch Black feat. Rome Fortune,The Morning After,2c7nh,0.5,0
FALSE,0.049327354,0.128030323,0,0,0.949238139,0.25,taku,Down For You feat. Alina Baraz,Casual Band Blogger,2c7sr,0,2
FALSE,0.013452915,0.048458846,0,0,0.949238139,0.125,nicolasjaar,Tourists (Creange remix),Planeta Pop,2c814,0,1
TRUE,0.035874439,0.125635019,1,0.2437,0.84185617,0.375,kos,Crucify,"Quick, Before It Melts.",2c856,0,3
TRUE,0.035874439,0.084756916,0,0,0.949238139,0.125,surferblood,'Hey Ya!',The Morning After,2c86x,0,1
FALSE,0.02690583,0.205785581,0,0,0.949238139,0.25,griz,Summer '97 feat. Muzzy Bearr,Stereofox,2c87x,0,2
FALSE,0.013452915,0.153641652,0,0,0.949238139,0,kiiara,Gold (Hippie Sabotage Remix),Dancing Astronaut,2c8bm,0.3,0
TRUE,0.031390135,0.027743413,0,0.03793,0.717938359,0.25,holyholy,Sentimental And Monday,Turntable Kitchen,2c8dr,0,2
FALSE,0.076233184,0.090600405,0,0,0.949238139,0,maximumballoonfeatkarenotundeadebimpe,LET IT GROW,The Revue,2c8mh,0,0
FALSE,0.076233184,0.104393146,0,0.079936,0.672919312,0.125,majidjordan,My Love feat. Drake,Grooves 'N Jams,2c8tv,0,1
FALSE,0.004484305,0.068200363,0,0.056516,0.782234792,0,thomasjack,Rivers,Dancing Astronaut,2c8w1,0.3,0
FALSE,0.053811659,0.150035535,0,0,0.949238139,0,giraffageviceroy,Impression Of You (feat. Patrick Baker),Disco Filter,2c8y2,0,0
TRUE,0.031390135,0.095075149,0,0,0.949238139,0,fareoh,Fight For You (feat. Ethan Thompson),Music Is My Life,2c8z5,0,0
FALSE,0.01793722,0.032297123,0,0.042459,0.736234561,0,hotchip,Need You Now (Moonlight Matters remix),gottadancedirty,2c8za,0,0
FALSE,0.044843049,0.047037456,0,0,0.949238139,0,jamiexx,Loud Places (John Talabot Remix),THUMP,2c93r,0.2,0
FALSE,0.00896861,0.010818352,0,0,0.949238139,0.25,mrâ€¢car/\\ack,"kehlani, jealous (carmack remix)",HUNGRY DRUMS,2c9gy,0,2
FALSE,0.103139013,0.06009318,0,0,0.949238139,0.25,cloves,Don't You Wait,Lie In The Sound,2c9kx,0,2
FALSE,0.035874439,0.188149825,0,0,0.949238139,0.125,sundarakarma,Flame (Roosevelt Remix),blahblahblahscience,2c9pg,0,1
TRUE,0.035874439,0.083467137,0.5,0,0.949238139,0.375,drake,Know Yourself (Jacques Greene intro edit),nah right,2c9sz,0,3
TRUE,0.031390135,0.065410229,0,0.037438,0.768065335,0.375,hermitude,The Buzz feat. Mataya & Young Tapz (Sweater Beats Remix),Never Radio,2c9xp,0,3
FALSE,0.031390135,0.056908215,0,0,0.949238139,0,classactress,GFE (SNBRN Remix),Electric Panda Music,2c9yf,0,0
FALSE,0.134529148,0.04695849,0,0,0.949238139,0.125,mabel,Know Me Better,SoulBounce,2ca1j,0,1
FALSE,0,0.015161486,0,0.034782,0.684520374,0,youthlagoon,The Knower,Side One Track One,2ca75,0,0
FALSE,0.067264574,0.039061883,0,0.026864,0.703566894,0.375,daywave,Headcase,Punch Magazine,2ca8d,0,3
TRUE,0.022421525,0.09312732,0,0,0.949238139,0.125,saintmotel,Cold Cold Man (Lost Kings Remix),Lipstick Disco,2ca8z,1,1
FALSE,0.121076233,0.017161959,0,0.037408,0.80148332,0,dillydally,Desire,Escafandrista Musical,2caag,0,0
FALSE,0.022421525,0.013450554,0.333333333,0,0.949238139,0.125,thedrums,There Is Nothing Left (TOKiMONSTA Remix),acid stag,2caaq,0.125,1
FALSE,0.004484305,0.160695954,0,0,0.949238139,0.125,filous,Better Off feat. Josh Roa & BishÃ¸p,CHROMEMUSIC,2caey,0.5,1
FALSE,0.152466368,0.032586665,0,0.035971,0.721141637,0,macdemarco,I've Been Waiting For Her,"Quick, Before It Melts.",2cagm,0,0
TRUE,0.035874439,0.269169014,0,0,0.949238139,0.125,alessiacara,Here (Lucian Remix),West Coast Fix,2cakr,0,1
FALSE,0.02690583,0.090231897,0,0,0.949238139,0,tribesociety,Pain Told Love (feat. Kiesza),Azltron,2capy,0,0
FALSE,0.035874439,0.032718275,0,0,0.949238139,0,harrisonbrome,Midnight Island,Free Indie,2carm,0,0
TRUE,0.00896861,0.045958253,1,0,0.949238139,0,passionpit,Sleepyhead (Cerulean City Remix),Lipstick Disco,2cb05,1,0
FALSE,0.147982063,0.066489432,0,0,0.949238139,0.25,zolablood,Play Out,Noonday Tune,2cb23,0,2
FALSE,0.049327354,0.059250875,0,0,0.949238139,0,skepta,Ojuelegba Remix feat. Drake & Skepta,Pigeons and Planes,2cb78,0,0
FALSE,0.035874439,0.088599932,0,0.086959,0.725730117,0,savannahouten,Boys (Golden Coast Remix),CLICK AND LISTEN IT,2cb89,0,0
FALSE,0.035874439,0.038298544,0,0,0.949238139,0,lane8,Loving You feat. Lulu James (Moon Boots Remix),Y Este Finde Que,2cbga,0,0
FALSE,0.174887892,0.1987576,0,0.056951,0.780820732,0,chvrches,Leave A Trace,Sounds Good To Me Too,2cbmq,0,0
FALSE,0.035874439,0.078465952,0,0.069146,0.734878218,0.25,bagraiders,Waterfalls,art felicis,2cbrq,0,2
FALSE,0.040358744,0.075649496,0,0.049834,0.881825003,0.25,iconapop,First Time,Indie Music Filter,2cbsb,0,2
FALSE,0.049327354,0.049827591,0,0,0.949238139,0,gibbzmusic,Love Again,J(am) of the Day,2cbsf,0.333333333,0
TRUE,0.040358744,0.062620094,0,0,0.949238139,0.125,cosmosmidnight,Walk With Me (feat. KUÄŒKA),The Burning Ear,2cc12,0,1
TRUE,0.076233184,0.079755732,0,0,0.949238139,0,rustie,Rustie - Big Catzz,THUMP,2cc5g,0.2,0
FALSE,0.031390135,0.038403832,0,0.042788,0.745757821,0,cruisr,Throw Shade,Idolator,2cc6v,0,0
FALSE,0.035874439,0.131004712,0,0,0.949238139,0,thechainsmokers,Waterbed feat. Waterbed,Write.Click.Cook.Listen ,2cc8v,0,0
TRUE,0.067264574,0.126003527,0,0,0.949238139,0.125,nombe,Miss Mirage,The Burning Ear,2cca1,0.666666667,1
FALSE,0.013452915,0.254533969,0,0,0.949238139,0,sonnengrussfeatmattkovac,Day & Night (Deep Chills Remix),Vocododo,2ccaj,0,0
FALSE,0.080717489,0.031560106,0,0,0.949238139,0,troubleknowsme,Trouble Knows Me (prod. by Madlib),Buzzbands.LA,2ccaw,0,0
FALSE,0.01793722,0.066700008,0,0.053091,0.843501097,0,jrjr,Gone,You Hear That?!?,2ccdn,0,0
FALSE,0.058295964,0.120212682,0,0,0.949238139,0,kiiara,Tennessee,Pick Up The Headphones,2ccj0,0,0
FALSE,0.004484305,0.038640731,0,0,0.949238139,0.375,vicmensa,No Chill Feat. Skrillex X Jahlil Beats,Different Kitchen,2cd4e,0,3
FALSE,0.00896861,0.1178437,0,0,0.949238139,0,johnnewman,Come And Get It (Embody Remix),Caveman Sound,2cd53,0,0
FALSE,0.013452915,0.319838909,0.7,0,0.949238139,0,thewhitepanda,Lean On To The Next One (Jay Z // Major Lazer & DJ Snake),Cause=Time,2cdd0,0.5,0
FALSE,0.085201794,0.104103603,0,0.0471,0.795249913,0.125,foals,Mountain At My Gates,Noonday Tune,2cdfq,0,1
FALSE,0.062780269,0.117633124,0,0.086149,0.831871176,0,rationale,Fuel to the Fire,Vehlinggo,2cdfr,0,0
FALSE,0.01793722,0.014082283,0,0,0.949238139,0,ferreckdawn,Superman (Radio Edit),Indie Shuffle,2cdjt,0,0
FALSE,0.00896861,0.043720881,0,0,0.949238139,0,yearsyears,Desire (Feki Remix),acid stag,2cdpk,0.125,0
TRUE,0.161434978,0.024400516,0,0,0.949238139,0,hinds,Chili Town,Q Magazine,2cdrg,0,0
FALSE,0.085201794,0.045142271,0,0,0.949238139,0.125,kwabs,Look Over Your Shoulder (Produced by SOHN),The House of Coxhead,2cdvb,0,1
TRUE,0.062780269,0.116132768,0,0,0.949238139,0.125,rkcb,Ignite,The Burning Ear,2cdxw,0,1
TRUE,0.147982063,0.226606301,0.333333333,0,0.949238139,0.125,majorlazer,Lost feat. MÃ˜ (Frank Ocean cover),acid stag,2cdyv,0.125,1
FALSE,0.013452915,0.219078203,0.7,0,0.949238139,0.125,thewhitepanda,Try Madness (Dej Loaf // Muse),Audio Aquarium,2ce0p,0,1
FALSE,0.00896861,0.067410703,0,0.029275,0.349388203,0,kurtvile,Pretty Pimpin,Indie Shuffle,2ce4k,0,0
TRUE,0.02690583,0.026479956,0,0,0.949238139,0.375,ilovemakonnen,Leave It There ( Produced By Sonny Digital ),Radiorgasm,2ce4z,0,3
TRUE,0.116591928,0.04890632,0,0.032256,0.834381854,0,purebathingculture,Pray For Rain,Indie30,2ceh0,0,0
FALSE,0.062780269,0.089126372,0,0,0.949238139,0,nvdes,unforgettable,The Burning Ear,2cen2,0,0
FALSE,0.040358744,0.099786792,0,0,0.949238139,0,liannelahavas,What You Don't Do (Tom Misch Remix),Caveman Sound,2cerg,0,0
FALSE,0.089686099,0.057776842,0,0,0.949238139,0,elohim,Xanax,Nothing but hope and passion,2cet9,0,0
FALSE,0.031390135,0.051406912,0,0,0.949238139,0,royal,Passenger (Hotel Garuda Remix),Pilerats,2cey6,0,0
FALSE,0.022421525,0.036771867,0,0,0.949238139,0,ambassadeurs,Looking At You (feat. C Duncan)(Moods Remix),Indie Shuffle,2cfbr,0,0
FALSE,0.044843049,0.111763312,0,0,0.949238139,0,evvy,Tidal Wave,Going Solo,2cfg8,0,0
FALSE,0.00896861,0.08636256,0,0.064074,0.83868175,0,krewella,Somewhere To Run (Lost Kings Remix),POP ON AND ON,2cfm9,0,0
TRUE,0.013452915,0.211181596,0,0.060113,0.842981646,0.25,kaskade,Disarm You feat. Ilsey,Never Radio,2cfw3,0,2
FALSE,0.044843049,0.067647601,0,0,0.949238139,0,beatconnection,So Good,blahblahblahscience,2cfy5,0,0
FALSE,0.013452915,0.086257271,0,0,0.949238139,0,bagraiders,Wonderland,Music For Ants,2cgcj,0,0
FALSE,0.00896861,0.019267721,0,0,0.949238139,0,partynextdoorxtravi$scott,No Feelings,House of Lords,2cgcp,0,0
FALSE,0.004484305,0.033929088,0.5,0,0.949238139,0.375,drake,Hotline Bling (Prod by Nineteen85),Never Radio,2cgdr,0.222222222,3
TRUE,0.040358744,0.045721355,0,0,0.949238139,0,ginuwine,Pony (Rustie Rmx),WEIRD by SEAPUNKGANG,2cgm0,0,0
FALSE,0.022421525,0.035034613,0,0,0.949238139,0,swimgoodxmerival,Since You Asked (Star Slinger Edit),acid stag,2cgp1,0,0
FALSE,0.044843049,0.079202969,0,0,0.949238139,0,jungle,Time (Darius Remix),Harder Blogger Faster,2cgpk,0,0
FALSE,0.044843049,0.052828301,0,0,0.949238139,0,lewisdelmar,Memories,Turntable Kitchen,2cgqv,0.5,0
FALSE,0.062780269,0.354373404,0,0,0.949238139,0.125,haydenjames,Something About You (ODESZA Remix),Scenewave,2cgs0,0,1
FALSE,0.01793722,0.015793214,0,0,0.949238139,0,giraffage,Hello / Be With You (Slow Magic Remix),blahblahblahscience,2cgwy,0,0
FALSE,0.049327354,0.153088889,0,0,0.949238139,0,octobersveryown,Drake ~ Hotline Bling,PASSIÃ˜N PARTY,2cgyd,0,0
FALSE,0.058295964,0.063699297,0,0,0.949238139,0,octobersveryown,Drake ~ Charged Up,The Passion of the Weiss,2cgye,0,0
FALSE,0.013452915,0.035192546,0,0,0.949238139,0,octobersveryown,Drake ~ Right Hand,Different Kitchen,2cgyf,0,0
FALSE,0.044843049,0.012660893,0,0,0.949238139,0,justinjay,Storm feat. Chris Lorenzo,Never Radio,2ch75,0,0
FALSE,0.183856502,0.248927378,0,0,0.949238139,0,chetfaker,1998 feat. Banks,TheWebTape,2ch9v,0,0
TRUE,0.02690583,0.008686268,0,0,0.949238139,0,sports,The Washing Machine,Going Solo,2che5,0,0
FALSE,0.035874439,0.077571004,0,0,0.949238139,0,roywood$,Drama Feat. Drake,Never Radio,2chfd,0,0
TRUE,0.112107623,0.234713485,0,0,0.949238139,0,octobersveryown,Drake ~ Back To Back Freestyle,The Quietus,2chn4,0,0
FALSE,0.062780269,0.088626254,0,0,0.949238139,0,raeko,Everybody Knows (feat. Mating Ritual),Indietronica,2chw6,0,0
FALSE,0.035874439,0.060382722,0,0,0.949238139,0,jojee,Think Of Anything,Going Solo,2chxr,0,0
FALSE,0.00896861,0.158590192,0,0,0.949238139,0,kraniumfeattydolla$ign,Nobody Has To Know (Major Lazer & KickRaux Remix),Never Radio,2cj1e,0,0
FALSE,0,0.011344792,0,0,0.949238139,0,angusjuliastone,From The Stalls,Indie Shuffle,2cjaz,0.47826087,0
FALSE,0.013452915,0.039088205,0,0,0.949238139,0,rac,Falling Hard (feat. Madi Diaz),The Songs We Love,2cjb0,0,0
FALSE,0.094170404,0.064225738,0,0,0.949238139,0,smallblack,Boys Life,the bay bridged,2cje5,0,0
TRUE,0,0.200152668,0,0,0.949238139,0,kanyewestvstheweeknd,Feel Stronger (Carlos Serrano Mix),Indie Shuffle,2cjj6,0,0
FALSE,0.080717489,0.12460846,0,0,0.949238139,0,tommisch,In The Midst Of It All (feat. Sam Wills),HUNGRY DRUMS,2cjjk,0,0
TRUE,0.040358744,0.195598958,0,0,0.949238139,0,dukedumont,Ocean Drive,Pilerats,2cjkk,0,0
FALSE,0,0.181858861,0,0,0.949238139,0,kygo,Nothing Left (feat. Will Heard),Yaqui,2ckaj,0,0
FALSE,0.040358744,0.108894212,0,0,0.949238139,0,felixjaehn,Book of Love (feat. Polina) (Extended Mix),Waxhole,2cp2j,0,0
TRUE,0.02690583,0.115527362,0,0,0.949238139,0,grizfeattalibkweli,For the Love (Autograf Remix),gottadancedirty,2cprk,0,0
FALSE,0,0.05346003,0,0,0.949238139,0,kygo,Piano Jam,Dancing Astronaut,2cq6q,0.3,0
TRUE,0.098654709,0.025637651,0,0.039871,0.835420755,0.875,thespintoband,Oh Mandy,The Opening Acts,2ywv,0,7
TRUE,0.116591928,0.028954226,0,0.029341,0.680509062,0.375,billybraggwilco,California Stars,Across The Kitchen Table,30xf,0,3
TRUE,0.278026906,0.107920297,0,0.02997,0.669196583,0.5,sufjanstevens,Chicago,T S U R U R A D I O,34d8,0,4
TRUE,0.367713004,0.177515727,0,0.038269,0.749365116,0.75,peterbjornandjohn,Young Folks,Indie Shuffle,3m88,0,6
TRUE,0.071748879,0.046405728,1,0.058145,0.87712109,0.75,oasis,Don't Look Back in Anger,Popdose,45qw,0,6
TRUE,0.00896861,0.03329736,0,0,0.949238139,0.375,rhymefest,Build Me Up (Feat. O.D.B.),Some Songs Considered,45vm,0,3
TRUE,0.125560538,0.347082204,1,0.164622,0.673496479,0.625,phoenix,If I Ever Feel Better,One A Day,4jcp,0.75,5
TRUE,0.188340807,0.206575242,0.833333333,0.064593,0.742208242,0.625,ratatat,Seventeen Years,TheMusic.FM,4t74,0,5
TRUE,0.040358744,0.077334105,1,0.047748,0.803993997,0.375,kos,Sunday Morning,Auditor Records,5f4j,0,3
TRUE,0.071748879,0.088626254,0,0.378304,0.541065451,0.625,loureed,Walk On The Wild Side,J(am) of the Day,5fwm,0,5
TRUE,0.062780269,0.012924114,0,0.057788,0.758917234,0.5,badlydrawnboy,Once Around The Block,Music For Kids Who Can't Read Good,5q52,0,4
FALSE,0.058295964,0.059303519,0.75,0,0.949238139,0.625,kingsofconvenience,Know How (featuring Feist),Indie Shuffle,63cw,0.47826087,5
TRUE,0.34529148,0.163538733,0,0.029837,0.738168071,0.375,beirut,Postcards From Italy,Stereofox,6fnn,0,3
TRUE,0.040358744,0.079545155,0,0.273145,0.751991227,0.625,aesoprock,Daylight,katarokkar,6k70,0,5
TRUE,0.130044843,0.187096944,0,0.029305,0.810515988,0.875,modestmouse,Float On,The Music Ninja,6ts0,0,7
TRUE,0.313901345,0.126135137,1,0.036351,0.810804571,1,arcadefire,Wake Up,Minored In Music,8anb,0,8
TRUE,0.062780269,0.108315127,1,0.033445,0.645042133,0.375,otisredding,(Sittin' On) The Dock Of The Bay,THE VINYL VILLAIN,8fyp,1,3
TRUE,0.013452915,0.017977942,0,0,0.949238139,0,djmehdi,Signatune (Spiller Remix),The Wet Blog,8smr,0,0
TRUE,0.179372197,0.169303256,0,0.028033,0.769594829,0.5,coconutrecords,West Coast,Side One Track One,91z5,0,4
