artist,dateposted,loved_count,mediaid,posted_count,sitename,time,title,tag
Soft Wasp,1433518971,5,2bqak,1,Free Breaks Blog,248,Slow Burner,dubstep
Soft Wasp,1433518992,6,2bqap,1,Free Breaks Blog,248,Army Of One,dubstep
Maribou State,1433495695,31,2bq3j,1,Last Gas Station,365,'The Clown' feat. Pedestrian (Axel Boman Remix),dubstep
Nocturnal Sunshine,1433515784,172,2b5cr,18,Waxhole,283,"Believe"" feat. Chelou",dubstep
Pixies,1433446953,22539,y2v7,35,No Country For New Nashville,260,Where Is My Mind (Bassnectar Remix),dubstep
Shawn Wasabi,1433465780,138,2axq9,4,robot dance music,162,Marble Soda (live mashup),dubstep
Fault,1433774800,2,2br93,1,Niche Music,288,Silencer,dubstep
Nero,1433782590,6410,2a7qk,11,The Brown Noise,210,The Thrill,dubstep
kuma,1433766495,45,2az4j,3,The 405,230,Panther,dubstep
Fault,1433774808,11,2azkx,2,Niche Music,296,Money,dubstep
Nero,1433756539,4111,2aqxd,17,Pilerats,278,The Thrill (Porter Robinson Remix),dubstep
SKEPTA,1433766913,295,2bmha,11,Noonday Tune,247,SHUTDOWN (IDRIS ELBA REMIX),dubstep
Zedd,1433722445,79,2bqqr,2,D SQUARED,259,Beautiful Now feat. Jon Bellion - (Bash To The Rescue's Remix),dubstep
mura masa,1433756526,2062,26xcm,15,Pilerats,146,Lotus Eater,dubstep
Glass Animals,1433541708,6848,23xe6,40,When The Gramophone Rings,289,Pools,dubstep
Minnesota,1433601307,29,2bqqp,1,Waxhole,251,Voyager (Secret Panda Society Remix),dubstep
Soft Wasp,1433518978,8,2bqam,1,Free Breaks Blog,194,Girl Doesn't Mess Around,dubstep
LEVELZ,1433338998,8,2bnv5,1,Kaptin's Blog,246,LVL 09,dubstep
Ambassadeurs,1433338519,14,2bnv0,1,The MOCD,284,Touch,dubstep
CloZee,1433320516,37,2bnq6,1,Anotherwhiskyformisterbukowski,250,Koto,dubstep
nubus,1433328575,6,2bnre,1,The Last Mixed Tape,161,Waltz Sketch,dubstep
Rabit,1433283299,33,299jj,17,Pigeons and Planes,168,Bloody Eye,dubstep
Glass Animals,1433271013,37,2bndz,1,Audio Aquarium,201,Gooey (Vandelux Remix),dubstep
Indian Wells,1433277434,12,2bnfv,1,XLR8R,294,Mountains (Pixelord Rmx),dubstep
Minnesota,1433265728,125,25w4k,2,1833 FM,327,GOLD feat. Yuna (Minnesota Remix),dubstep
Gacha feat. Natalie Beridze Tba,1433269729,37,2ah58,4,REDEFINE magazine,482,Bliss (Djrum Remix),dubstep
Jamie XX,1433428282,9383,2b8wy,16,Lautstark,177,I Know There's Gonna Be (Good Times)(feat. Young Thug),dubstep
Kill Paris/Royal,1433446947,1601,2ar53,14,No Country For New Nashville,175,Operate feat. Royal,dubstep
Yung,1433409309,10,29qdd,2,Orange Peel,212,Imaginary Calls,dubstep
AMPR,1433430013,25,2bpg6,1,EDM Girl,238,Astro,dubstep
SBTRKT,1433368924,329,2agpc,11,No Country For New Nashville,187,RELICS feat. TEV'N,dubstep
Maths Time Joy,1433400969,27,2bpac,1,Abduction Radiation,272,Castles feat. Tabanca,dubstep
Danny Scrilla,1433360623,13,2bp46,1,XLR8R,211,Sundown,dubstep
Kry Wolf,1433362464,20,2bp4y,1,MOARRR,160,No Trouble (Applebottom Remix),dubstep
Doorly,1433348181,29,2ban1,3,manalogue.,412,Boogaloo (Rob Anderson - Boogalootleg),dubstep
Doorly,1433348177,17,2bnym,1,manalogue.,251,Boogaloo (Cajual Records),dubstep
Jamie xx,1433301668,2009,2bk9n,3,Cause=Time,251,Loud Places (Feast. Edit),dubstep
Tapes,1433143325,14,2bmbe,1,Ovrld,208,Youth,dubstep
Wen,1433144150,8,2b6bf,2,The Passion of the Weiss,281,Backdraft - TEC083,dubstep
Joey pecoraro,1433096101,58,2bdah,2,MCL: Musique au Claire de Lune,312,Fly on the Wall,dubstep
Deadboy,1433125295,2,2bm8x,1,Ants in My Trance,296,I Will Let His Ocean Flow Through Me,dubstep
Deadboy,1432993344,7,2aqh9,2,Mixmag,244,Copwar,dubstep
Holy Other,1432910537,2184,1a6rw,69,music is art,256,Touch,dubstep
J-Louis,1432915625,17,2bkff,1,Absolute Bassline,181,J-LOUIS x PYRMDPLAZA,dubstep
GEOTHEORY,1432900153,17,2bka4,1,bear toons,226,Mars (Single),dubstep
Mount Kimbie,1432910531,1627,13wr6,23,music is art,257,Carbonated,dubstep
Karma Kid,1433261804,281,25rd6,16,Silence Nogood,276,Bird Of Prey,dubstep
Crywolf,1433262864,66,2bmwq,2,Waxhole,379,Neverland (feat. Charity Lane),dubstep
Disclosure,1433202969,6081,2b3dy,59,Jonk Music,304,Bang That,dubstep
Central Spillz,1433232034,4,2bn0x,1,The Passion of the Weiss,223,I Wish,dubstep
submerse,1433173416,10,2bmjh,1,First Ear,462,Stay Home (Project: Mooncircle | flau),dubstep
ONUKA,1433189235,37,28mtv,2,CLICK AND LISTEN IT,324,MISTO,dubstep
submerse,1433173361,4,2bmja,1,First Ear,163,Snorlax (Project: Mooncircle | flau),dubstep
Submerse,1433173391,26,2bbph,3,First Ear,200,Trip,dubstep
Maribou State,1433164456,786,2a9mb,10,The Revue,279,Raincoats,dubstep
Submerse,1433173410,2,2bmjg,1,First Ear,337,Distance (feat. Rachel Anne Coulter) - SLM011,dubstep
J-Louis,1433002866,19,2bkwd,1,Music You Wanna Listen To,150,22 ( J-Louis ),dubstep
dot,1432743771,82,29stg,3,The 405,191,About You (XXYYXX Cover),dubstep
Mura Masa,1432806553,2415,28419,10,Data Transmission,230,i'll be alright (tonight),dubstep
The Weeknd,1432711710,42,2bhv9,1,Indie Shuffle,238,In The Night (Full),dubstep
Nocturnal Sunshine,1432740592,1031,29v9j,23,Y Este Finde Que,309,Take Me There,dubstep
Disclosure,1432692855,80,1bjwy,11,Cause=Time,352,Carnival (LittleBlackAnt Remix),dubstep
SkinzMann,1432651341,2,2bhb2,1,Free Breaks Blog,208,Blacked Out (Hypho Remix) (SBTV),dubstep
The Weeknd,1432669473,32,2bhkt,1,Indie Shuffle,256,In The Night,dubstep
Akkord,1432589307,34,24b7m,5,Louder Than War,313,Continuum (Houndstooth),dubstep
Bearcubs,1432636573,345,27spy,6,Your Music Radar,409,Touch (Panda Remix),dubstep
Aylen,1432873331,19,2bk5t,1,D SQUARED,226,Life Alert,dubstep
Blackmill,1432882565,85,2bhy5,2,SEMPLESIZE,214,Feel That Love Again (Feat. Graham Brown),dubstep
Jack Beats,1432864568,87,2b9sf,3,Absolute Bassline,361,One Love (GotSome Remix),dubstep
Kyle Hall,1432866497,65,13hkv,4,The Ripe,428,Ghosten,dubstep
Doctor P,1432873288,1145,1pmvw,2,Inyourspeakers Media,250,Flying Spaghetti Monster,dubstep
Said The Sky,1432842164,38,2bjzj,1,CHROMEMUSIC,227,Darling VIP (Harold van Lennep Remix),dubstep
The Weeknd,1432836031,308,2bdse,2,surviving the golden age,302,"Where You Belong"" (Justice Skolnik Remix)",dubstep
Nocturnal Sunshine,1432838538,34,2az14,3,Oh Fancy!,350,Never Too Late,dubstep
Disclosure,1432827356,2942,2bhk6,13,Inyourspeakers Media,90,Holding On feat. Gregory Porter,dubstep
liquid stranger,1432833253,27,2bjw0,1,robot dance music,315,King Of The Hill,dubstep
Caden Jester,1432702165,29,2bhtb,1,Winnie Cooper,198,"Gettin' Jiggy Wit It (Caden Jester Flip)// @ 2,000 Followers",dubstep
VIRGO,1432301299,28,27q9g,4,The Revue,302,Virgo,dubstep
Aero Chord,1432307700,45,2be5q,3,Inyourspeakers Media,229,Saiko,dubstep
Kyle Hall,1432259781,16,1wy71,4,The Ripe,419,The Architect,dubstep
Modestep,1432290512,18,2bfps,1,Tonspion,276,Machines,dubstep
Otik,1432224048,5,2bf6j,1,The Astral Plane,280,Witness (Wallwork & RZR Edit),dubstep
The Weeknd,1432220867,11402,22tsy,27,Silence Nogood,223,Wanderlust (Snakehips Remix),dubstep
Jamie xx,1432231018,4505,2abec,19,Music For Ants,212,Loud Places feat. Romy Madley-Croft from The xx,dubstep
Yung,1432211021,48,28p56,13,The Line Of Best Fit,196,Nobody Cares,dubstep
Maths Time Joy,1432583888,91,2avyh,7,Waxhole,263,Cerulean,dubstep
DEAD BATTERY,1432476844,23,2b9xt,2,ilovepie,186,The Furry Stranger,dubstep
Maths Time Joy,1432574568,57,2bf5f,5,Sonofmarketing,221,After Hours feat. Flores,dubstep
Herobust,1432353621,259,2baqz,7,EARMILK,225,Skurt Reynolds,dubstep
DEAD BATTERY,1432476848,13,2arfr,2,ilovepie,290,Vanished World,dubstep
Rustie,1432330556,10472,25pza,44,IHEARTCOMIX,181,Attak (feat. Danny Brown),dubstep
Maths Time Joy,1432351292,61,2b75f,5,Sodwee,291,Sanctuary feat. Que Hampton,dubstep
mathbonus,1432326499,7,2bg37,1,Cassette Rewind,306,Ragweed,dubstep
M.I.A,1432327332,18,2bg3h,1,Maddecent,192,Boyz (Melé Edit),dubstep
Candyland,1432246497,80,2be60,2,The Music Ninja,180,Murda,dubstep
